天数 结余 购买 工作中 cpuRatio ramRatio addcnt delcnt
105 40781906 233345 799 0.137749 0.151424 37 22
106 41071218 289312 804 0.140904 0.152064 30 16
107 41489353 418135 813 0.143544 0.153057 48 27
108 41921893 432540 820 0.146423 0.155898 37 30
109 42204708 282815 825 0.143883 0.1555 38 17
110 42558431 353723 831 0.145963 0.159409 30 15
111 42741205 182774 834 0.144889 0.154293 44 22
112 43029536 288331 840 0.147311 0.155536 36 23
113 43378776 349240 846 0.148957 0.158176 30 17
114 43663947 285171 851 0.147168 0.158581 38 22
115 43924768 260821 856 0.147243 0.157361 34 17
116 44263417 338649 863 0.151419 0.160658 29 23
117 44304101 40684 864 0.147742 0.156779 29 17
118 44583467 279366 870 0.150873 0.157813 40 26
119 44716429 132962 873 0.149133 0.156799 30 18
120 45174204 457775 881 0.148534 0.156591 44 22
121 45400034 225830 885 0.147727 0.157617 30 15
122 45708271 308237 892 0.147081 0.154523 40 13
123 45919610 211339 895 0.144048 0.153669 37 16
124 46481912 562302 907 0.144696 0.155758 47 20
125 46924349 442437 914 0.142753 0.152695 44 15
126 47097175 172826 917 0.145743 0.157215 24 23
127 47220856 123681 920 0.145093 0.155296 43 28
128 47435569 214713 923 0.146051 0.155885 38 17
129 47649079 213510 927 0.147793 0.157016 36 30
130 48059408 410329 935 0.148469 0.158327 44 22
131 48277442 218034 938 0.150049 0.16221 32 24
132 48389787 112345 940 0.148833 0.159483 39 19
133 179332680 130942893 3548 0.0744806 0.0933732 9527 20
134 179587790 255110 3552 0.0815731 0.100753 31 125
135 179587790 0 3552 0.0938965 0.113318 31 198
136 179587790 0 3551 0.10486 0.125811 33 197
137 179587790 0 3548 0.1129 0.133706 42 151
138 179587790 0 3548 0.122315 0.141253 42 157
139 179587790 0 3545 0.132266 0.150243 40 163
140 179587790 0 3543 0.145228 0.163127 24 208
141 179587790 0 3535 0.164814 0.18082 39 329
142 179587790 0 3520 0.204993 0.219435 46 625
143 179587790 0 3494 0.252894 0.265543 42 787
144 179587790 0 3459 0.272935 0.285709 50 407
145 179587790 0 3451 0.277039 0.292037 34 131
146 179587790 0 3449 0.278607 0.293455 45 72
147 179587790 0 3447 0.281284 0.296413 28 69
148 179587790 0 3441 0.283164 0.297029 41 73
149 179587790 0 3436 0.283273 0.298629 39 62
150 179587790 0 3432 0.286161 0.300772 37 70
151 179587790 0 3428 0.286711 0.300568 33 45
152 179587790 0 3425 0.288845 0.303402 27 66
153 179587790 0 3423 0.289744 0.304572 30 48
154 179587790 0 3418 0.287764 0.303497 46 34
155 179587790 0 3413 0.287963 0.303207 39 52
156 179587790 0 3412 0.288269 0.303322 37 41
157 179587790 0 3410 0.288162 0.303636 35 38
158 179587790 0 3410 0.289449 0.30395 35 43
159 179587790 0 3409 0.289309 0.304561 36 46
160 179587790 0 3406 0.288674 0.304387 37 37
161 179587790 0 3405 0.289071 0.304628 31 36
162 179587790 0 3404 0.289059 0.30386 30 27
163 179587790 0 3405 0.289848 0.30455 31 37
164 179587790 0 3405 0.289506 0.303842 41 42
165 306149882 126562092 6079 0.0701351 0.0989878 12225 26
166 306374302 224420 6083 0.0744204 0.103429 33 126
167 306496354 122052 6086 0.0844376 0.113344 32 259
168 306496354 0 6085 0.0925039 0.121046 38 222
169 306496354 0 6084 0.100846 0.128929 27 214
170 306496354 0 6084 0.108731 0.136292 29 213
171 306496354 0 6082 0.114915 0.141683 40 180
172 306496354 0 6078 0.123359 0.150967 37 266
173 306496354 0 6065 0.140299 0.168448 27 472
174 306496354 0 6041 0.172759 0.198984 40 848
175 306496354 0 6004 0.21086 0.234282 35 992
176 306496354 0 5971 0.232402 0.253751 30 581
177 306496354 0 5963 0.235409 0.25799 39 150
178 306496354 0 5954 0.237157 0.259287 32 96
179 306496354 0 5947 0.238997 0.260687 39 96
180 306496354 0 5941 0.240373 0.262254 30 89
181 306496354 0 5934 0.249505 0.270661 27 235
182 306496354 0 5910 0.276541 0.298176 29 711
183 306496354 0 5849 0.321378 0.341739 26 1196
184 306496354 0 5788 0.347248 0.367426 34 748
185 306496354 0 5762 0.353112 0.372818 41 229
186 306496354 0 5754 0.354621 0.373979 30 80
187 306496354 0 5743 0.354641 0.374054 35 64
188 306496354 0 5735 0.35567 0.374154 28 52
189 306496354 0 5732 0.356219 0.374499 45 61
190 306496354 0 5731 0.355718 0.37341 50 37
191 306496354 0 5731 0.356301 0.373468 37 48
192 306496354 0 5725 0.355446 0.372896 40 41
193 306496354 0 5724 0.356055 0.373598 30 46
194 306496354 0 5724 0.356959 0.374052 27 42
195 306496354 0 5724 0.356841 0.374513 33 38
196 306496354 0 5724 0.357045 0.373962 36 32
197 306496354 0 5724 0.357237 0.374091 25 33
198 306496354 0 5722 0.35747 0.373924 26 34
199 306496354 0 5725 0.356946 0.374145 40 37
200 306496354 0 5725 0.356731 0.373639 32 24
201 306496354 0 5725 0.356443 0.373359 33 29
202 306496354 0 5723 0.355667 0.372952 34 24
203 306496354 0 5723 0.35627 0.373484 26 30
204 306496354 0 5724 0.356011 0.37351 30 28
205 306496354 0 5724 0.35523 0.373146 42 32
206 306496354 0 5724 0.354826 0.373027 31 25
207 306496354 0 5725 0.354024 0.372569 39 27
208 306496354 0 5724 0.353643 0.372023 34 24
209 306496354 0 5724 0.353578 0.372044 34 32
210 306496354 0 5724 0.353573 0.371953 30 22
211 306496354 0 5726 0.352709 0.371166 41 24
212 306496354 0 5721 0.352185 0.370973 44 47
213 306496354 0 5678 0.357989 0.376182 38 260
214 306496354 0 5539 0.382099 0.399877 30 865
215 306496354 0 5214 0.413041 0.43143 37 1413
216 306496354 0 4915 0.430076 0.44682 24 943
217 306496354 0 4846 0.431035 0.447145 46 214
218 306496354 0 4839 0.431088 0.447385 30 47
219 306496354 0 4838 0.430915 0.447112 26 24
220 306496354 0 4839 0.430319 0.446132 36 21
221 306496354 0 4838 0.429989 0.445719 29 16
222 306496354 0 4837 0.430629 0.44586 26 35
223 306496354 0 4835 0.430337 0.445755 29 27
224 306496354 0 4835 0.428798 0.444678 43 26
225 306496354 0 4835 0.428034 0.444021 36 22
226 306496354 0 4833 0.427739 0.443078 35 32
227 306496354 0 4833 0.427548 0.442727 41 36
228 306496354 0 4828 0.428282 0.4426 33 50
229 306496354 0 4818 0.428634 0.443393 39 74
230 306496354 0 4794 0.430718 0.445795 40 136
231 306496354 0 4738 0.435122 0.451954 32 268
232 306496354 0 4657 0.443158 0.459703 22 354
233 306496354 0 4541 0.451648 0.468681 31 423
234 306496354 0 4449 0.456251 0.473708 45 326
235 306496354 0 4361 0.461026 0.478374 28 271
236 306496354 0 4331 0.463306 0.479754 37 126
237 306496354 0 4310 0.463307 0.480846 34 79
238 306496354 0 4306 0.461144 0.479183 37 21
239 306496354 0 4303 0.458971 0.477633 45 25
240 306496354 0 4304 0.458065 0.477562 39 22
241 306496354 0 4303 0.457164 0.476129 38 18
242 306496354 0 4302 0.457633 0.476649 23 25
243 306496354 0 4302 0.45745 0.476521 25 20
244 306496354 0 4302 0.457104 0.475936 25 24
245 306496354 0 4302 0.456822 0.474929 30 18
246 306496354 0 4302 0.456795 0.474343 29 28
247 306496354 0 4300 0.455799 0.473287 32 16
248 306496354 0 4300 0.454588 0.472151 38 14
249 306496354 0 4298 0.454114 0.471502 39 26
250 306496354 0 4298 0.453705 0.470872 35 24
251 306496354 0 4297 0.452856 0.469932 38 19
252 306496354 0 4302 0.451381 0.46879 39 12
253 306496354 0 4302 0.450168 0.467189 42 19
254 306496354 0 4299 0.450118 0.466981 33 28
255 306496354 0 4299 0.44881 0.465907 38 18
256 306496354 0 4299 0.448478 0.466006 24 22
257 306496354 0 4298 0.447263 0.464715 37 19
258 306496354 0 4299 0.44619 0.464171 32 20
259 306496354 0 4294 0.445213 0.462971 31 26
260 306496354 0 4289 0.445217 0.463422 26 36
261 306496354 0 4264 0.445927 0.463399 45 87
262 306496354 0 4191 0.445328 0.463484 35 196
263 306496354 0 4061 0.446122 0.464214 40 310
264 306496354 0 3855 0.445505 0.464194 40 446
265 306496354 0 3592 0.439659 0.458719 29 490
266 306496354 0 3320 0.427026 0.445546 39 457
267 306496354 0 3135 0.417282 0.436334 42 313
268 306496354 0 3024 0.407833 0.427126 41 174
269 306496354 0 2970 0.403189 0.421261 38 97
270 306496354 0 2950 0.400777 0.418634 31 44
271 306496354 0 2946 0.400345 0.418541 30 30
272 306496354 0 2946 0.398902 0.418006 22 16
273 306496354 0 2945 0.398758 0.416585 29 23
274 306496354 0 2946 0.397721 0.41568 35 21
275 306496354 0 2947 0.396179 0.414013 44 19
276 306496354 0 2944 0.395731 0.413094 29 31
277 306496354 0 2943 0.394609 0.41106 35 21
278 306496354 0 2942 0.393103 0.410925 32 25
279 306496354 0 2943 0.392689 0.411133 34 25
280 306496354 0 2945 0.391518 0.409192 36 13
281 306496354 0 2946 0.390899 0.408912 28 20
282 306496354 0 2944 0.389754 0.407806 31 23
283 306496354 0 5247 0.10795 0.131757 10789 20
284 306496354 0 5250 0.113586 0.138467 22 143
285 306496354 0 5250 0.123203 0.147128 30 225
286 306496354 0 5250 0.131638 0.154895 28 196
287 306496354 0 5250 0.139106 0.161796 37 177
288 306496354 0 5249 0.145245 0.16808 30 158
289 306496354 0 5247 0.152407 0.175341 34 184
290 306496354 0 5242 0.162636 0.183971 33 241
291 306496354 0 5235 0.181201 0.200611 30 414
292 306496354 0 5207 0.212356 0.232929 25 744
293 306496354 0 5163 0.24753 0.268997 36 849
294 306496354 0 5118 0.266016 0.28721 32 515
295 306496354 0 5102 0.26867 0.290674 26 138
296 306496354 0 5099 0.271617 0.293601 31 91
297 306496354 0 5093 0.273283 0.295557 36 83
298 306496354 0 5087 0.275513 0.2973 39 90
299 306496354 0 5082 0.276949 0.299672 35 84
300 306496354 0 5080 0.278588 0.301061 34 66
301 306496354 0 5077 0.28148 0.303363 31 79
302 306496354 0 5071 0.28206 0.303321 29 54
303 306496354 0 5068 0.283217 0.305518 28 77
304 306496354 0 5064 0.28363 0.306147 30 45
305 306496354 0 5062 0.284017 0.306492 32 41
306 306496354 0 5063 0.285042 0.306699 38 52
307 306496354 0 5066 0.28499 0.307119 37 38
308 306496354 0 5061 0.285296 0.307737 31 54
309 306496354 0 5059 0.284661 0.307591 30 33
310 306496354 0 5058 0.284794 0.308813 30 47
311 306496354 0 5055 0.285222 0.30858 31 41
312 306496354 0 5054 0.285044 0.308561 33 33
313 306496354 0 5053 0.285032 0.308351 38 38
314 306496354 0 5053 0.285877 0.308623 24 38
315 306496354 0 5053 0.284901 0.308322 32 23
316 306496354 0 5051 0.283589 0.307287 38 27
317 306496354 0 5051 0.283525 0.307119 35 34
318 306496354 0 5050 0.283192 0.306979 32 25
319 306496354 0 5048 0.28272 0.305931 31 23
320 306496354 0 5050 0.283068 0.306904 31 44
321 306496354 0 5049 0.28284 0.306751 34 30
322 306496354 0 5048 0.282593 0.306779 31 30
323 306496354 0 5048 0.282524 0.306518 28 29
324 306496354 0 5049 0.282198 0.305762 35 32
325 306496354 0 5049 0.281645 0.305727 32 27
326 306496354 0 5049 0.280331 0.304972 37 17
327 306496354 0 5050 0.280025 0.304775 37 33
328 306496354 0 5047 0.280099 0.304444 34 35
329 306496354 0 5047 0.279078 0.304498 34 25
330 306496354 0 5045 0.279839 0.305242 29 49
331 306496354 0 5030 0.289599 0.314842 34 243
332 306496354 0 4938 0.315114 0.340762 27 785
333 306496354 0 4705 0.351927 0.374923 29 1238
334 306496354 0 4504 0.366984 0.392105 27 778
335 306496354 0 4452 0.371588 0.396464 32 227
336 306496354 0 4443 0.371924 0.396113 34 53
337 306496354 0 4444 0.37156 0.395489 31 23
338 306496354 0 4443 0.370616 0.394298 39 20
339 306496354 0 4443 0.370725 0.394894 30 33
340 306496354 0 4438 0.369951 0.393825 37 31
341 306496354 0 4438 0.369312 0.392993 37 20
342 306496354 0 4437 0.368499 0.392041 34 22
343 306496354 0 4435 0.367749 0.391798 30 31
344 306496354 0 4433 0.3666 0.390659 33 24
345 306496354 0 4434 0.366452 0.389941 35 18
346 306496354 0 4436 0.365713 0.389845 34 19
347 306496354 0 4436 0.365258 0.389407 33 25
348 306496354 0 4438 0.365392 0.389392 26 24
349 306496354 0 4436 0.365625 0.389545 25 30
350 306496354 0 4435 0.365249 0.389093 36 26
351 306496354 0 4435 0.365344 0.389239 28 25
352 306496354 0 4434 0.364078 0.38857 32 23
353 306496354 0 4437 0.362951 0.38699 42 20
354 306496354 0 4439 0.36262 0.386898 35 23
355 306496354 0 4439 0.362054 0.386503 33 20
356 306496354 0 4437 0.360656 0.385228 42 25
357 306496354 0 4434 0.360312 0.384917 36 33
358 306496354 0 4436 0.359776 0.384904 31 23
359 306496354 0 4436 0.359547 0.384237 32 25
360 306496354 0 4434 0.359042 0.383601 27 24
361 306496354 0 4434 0.358988 0.383177 32 22
362 306496354 0 4435 0.358865 0.381895 36 25
363 306496354 0 4437 0.358416 0.381464 32 22
364 306496354 0 4438 0.358152 0.381145 36 28
365 306496354 0 4437 0.357462 0.380499 34 24
366 306496354 0 4435 0.357069 0.380348 34 29
367 306496354 0 4433 0.356916 0.379894 28 31
368 306496354 0 4434 0.356453 0.379996 29 28
369 306496354 0 4433 0.355769 0.379275 33 24
370 306496354 0 4435 0.355583 0.37901 30 28
371 306496354 0 4434 0.354774 0.378716 33 26
372 306496354 0 4434 0.354634 0.378078 36 24
373 306496354 0 4435 0.353864 0.377504 35 19
374 306496354 0 4437 0.353437 0.377279 34 24
375 306496354 0 4436 0.352984 0.377095 32 20
376 306496354 0 4435 0.352542 0.376779 29 21
377 306496354 0 4436 0.351455 0.376338 36 21
378 306496354 0 4429 0.350856 0.375539 32 34
379 306496354 0 4415 0.351903 0.376372 31 77
380 306496354 0 4378 0.355006 0.37861 34 166
381 306496354 0 4312 0.358479 0.382324 25 243
382 306496354 0 4195 0.364825 0.388528 36 397
383 306496354 0 4038 0.367809 0.393147 37 446
384 306496354 0 3899 0.367381 0.394093 39 370
385 306496354 0 3767 0.365226 0.391133 30 306
386 306496354 0 3696 0.364965 0.3902 32 176
387 306496354 0 3664 0.364188 0.388676 22 81
388 306496354 0 3650 0.363383 0.387707 29 43
389 306496354 0 3642 0.362335 0.386811 28 32
390 306496354 0 3638 0.361318 0.38641 35 29
391 306496354 0 3639 0.360973 0.386117 28 20
392 306496354 0 3641 0.360203 0.384987 35 19
393 306496354 0 3642 0.360001 0.384302 38 24
394 306496354 0 3640 0.358806 0.38299 39 27
395 306496354 0 3639 0.358807 0.382211 28 23
396 306496354 0 3636 0.358494 0.381644 23 27
397 306496354 0 3632 0.358403 0.381409 29 37
398 306496354 0 3631 0.357994 0.381368 29 30
399 306496354 0 3630 0.355991 0.379695 36 18
400 306496354 0 3628 0.355019 0.378243 37 19
401 306496354 0 3627 0.354904 0.378735 28 36
402 306496354 0 3627 0.353019 0.377713 38 21
403 306496354 0 3628 0.352262 0.376994 36 22
404 306496354 0 3631 0.35159 0.377015 34 29
405 306496354 0 3629 0.350368 0.37551 33 23
406 306496354 0 3631 0.349556 0.374447 44 26
407 306496354 0 3629 0.348525 0.373473 31 24
408 306496354 0 3629 0.347652 0.37343 32 26
409 306496354 0 3629 0.348204 0.373323 30 28
410 306496354 0 3630 0.347029 0.372282 31 17
411 306496354 0 3625 0.345301 0.370951 38 32
412 306496354 0 3623 0.344449 0.369979 33 23
413 306496354 0 3624 0.344108 0.369224 35 28
414 306496354 0 3620 0.342847 0.368107 34 19
415 306496354 0 3623 0.342922 0.367649 38 28
416 306496354 0 3620 0.34301 0.367346 30 25
417 306496354 0 3621 0.342691 0.367191 35 31
418 306496354 0 3621 0.342468 0.366077 37 28
419 306496354 0 3621 0.340967 0.36437 39 19
420 306496354 0 3619 0.340165 0.36391 33 24
421 306496354 0 3617 0.338734 0.362211 39 18
422 306496354 0 5676 0.0845605 0.111689 10568 22
423 306496354 0 5677 0.0886273 0.115185 40 119
424 306496354 0 5676 0.0970949 0.122911 26 213
425 306496354 0 5675 0.104012 0.129089 41 188
426 306496354 0 5672 0.111849 0.137383 33 202
427 306496354 0 5673 0.118298 0.143226 19 152
428 306496354 0 5671 0.124882 0.149104 40 189
429 306496354 0 5670 0.1356 0.158076 31 243
430 306496354 0 5660 0.150703 0.1732 36 403
431 306496354 0 5641 0.17913 0.200314 22 707
432 306496354 0 5606 0.212614 0.234135 28 849
433 306496354 0 5571 0.230998 0.25193 24 501
434 306496354 0 5558 0.233567 0.254581 27 128
435 306496354 0 5549 0.234377 0.255742 39 87
436 306496354 0 5545 0.237193 0.258341 31 96
437 306496354 0 5541 0.237609 0.259294 32 62
438 306496354 0 5540 0.238767 0.260064 41 61
439 306496354 0 5535 0.239573 0.260762 32 63
440 306496354 0 5533 0.240965 0.261754 26 55
441 306496354 0 5529 0.241414 0.261772 35 63
442 306496354 0 5527 0.242442 0.262672 27 50
443 306496354 0 5522 0.243259 0.26328 38 62
444 306496354 0 5519 0.24389 0.26445 31 58
445 306496354 0 5516 0.243919 0.264179 36 44
446 306496354 0 5516 0.245082 0.265363 35 60
447 306496354 0 5511 0.245035 0.265331 32 45
448 306496354 0 5510 0.245544 0.265636 25 41
449 306496354 0 5509 0.245953 0.266017 28 42
450 306496354 0 5504 0.245817 0.265997 38 46
451 306496354 0 5502 0.245824 0.265969 32 44
452 306496354 0 5501 0.245132 0.265763 37 36
453 306496354 0 5500 0.245746 0.265898 32 41
454 306496354 0 5500 0.246075 0.266291 26 35
455 306496354 0 5499 0.245466 0.265978 39 31
456 306496354 0 5496 0.245327 0.265458 31 35
457 306496354 0 5498 0.245204 0.265246 28 30
458 306496354 0 5498 0.245585 0.265519 25 30
459 306496354 0 5496 0.24498 0.26498 29 24
460 306496354 0 5496 0.244568 0.26441 32 23
461 306496354 0 5495 0.244466 0.263855 30 26
462 306496354 0 5497 0.244871 0.264259 32 38
463 306496354 0 5498 0.244559 0.264795 31 28
464 306496354 0 5498 0.244795 0.264755 30 34
465 306496354 0 5498 0.244754 0.264702 31 33
466 306496354 0 5494 0.244989 0.264791 24 33
467 306496354 0 5495 0.245123 0.26495 29 29
468 306496354 0 5495 0.245513 0.265344 22 27
469 306496354 0 5493 0.245967 0.265726 33 51
470 306496354 0 5473 0.25311 0.27146 28 222
471 306496354 0 5379 0.279375 0.297852 25 809
472 306496354 0 5175 0.312508 0.332249 26 1264
473 306496354 0 5022 0.329407 0.347357 37 730
474 306496354 0 4964 0.332932 0.351219 28 235
475 306496354 0 4952 0.332401 0.350866 26 49
476 306496354 0 4951 0.332047 0.35043 35 29
477 306496354 0 4952 0.332027 0.349817 26 25
478 306496354 0 4953 0.330929 0.348766 41 20
479 306496354 0 4953 0.330776 0.348176 30 25
480 306496354 0 4953 0.331406 0.348231 27 24
481 306496354 0 4952 0.330615 0.347668 28 20
482 306496354 0 4956 0.33008 0.347555 38 28
483 306496354 0 4958 0.329534 0.347146 31 20
484 306496354 0 4957 0.329172 0.347225 23 25
485 306496354 0 4958 0.329441 0.347703 36 39
486 306496354 0 4960 0.328417 0.347587 37 18
487 306496354 0 4959 0.328445 0.346916 31 27
488 306496354 0 4959 0.327747 0.345927 44 29
489 306496354 0 4959 0.327151 0.345678 25 20
490 306496354 0 4960 0.326289 0.345122 46 27
491 306496354 0 4958 0.326334 0.34507 27 22
492 306496354 0 4958 0.325643 0.344683 29 25
493 306496354 0 4956 0.325412 0.344608 31 31
494 306496354 0 4955 0.324822 0.343495 35 23
495 306496354 0 4955 0.324255 0.343236 36 23
496 306496354 0 4954 0.324115 0.342408 33 26
497 306496354 0 4954 0.32392 0.342513 31 31
498 306496354 0 4955 0.322564 0.341994 38 26
499 306496354 0 4955 0.322034 0.341727 28 20
500 306496354 0 4956 0.32198 0.341831 31 30
501 306496354 0 4955 0.320656 0.340715 39 24
502 306496354 0 4956 0.32039 0.340261 41 33
503 306496354 0 4958 0.320934 0.340419 24 29
504 306496354 0 4957 0.319946 0.339456 36 25
505 306496354 0 4956 0.318972 0.338922 32 21
506 306496354 0 4954 0.318616 0.338694 33 30
507 306496354 0 4952 0.318918 0.339133 29 35
508 306496354 0 4948 0.318311 0.338281 40 30
509 306496354 0 4946 0.318263 0.337943 27 25
510 306496354 0 4947 0.318786 0.33851 25 32
511 306496354 0 4946 0.318817 0.33859 35 23
512 306496354 0 4946 0.318236 0.337958 34 19
513 306496354 0 4948 0.318289 0.337559 34 22
514 306496354 0 4948 0.318451 0.337143 37 28
515 306496354 0 4949 0.317616 0.33611 42 23
516 306496354 0 4947 0.317533 0.335465 27 27
517 306496354 0 4941 0.317697 0.335097 24 41
518 306496354 0 4929 0.318642 0.336431 34 89
519 306496354 0 4877 0.320118 0.337993 29 182
520 306496354 0 4796 0.324274 0.342677 25 293
521 306496354 0 4680 0.326914 0.344741 24 386
522 306496354 0 4554 0.33212 0.349077 33 426
523 306496354 0 4400 0.329395 0.347536 39 378
524 306496354 0 4293 0.329067 0.347935 28 312
525 306496354 0 4239 0.329775 0.347528 36 167
526 306496354 0 4215 0.329518 0.347011 23 76
527 306496354 0 4196 0.327931 0.345177 31 55
528 306496354 0 4192 0.327725 0.345503 31 30
529 306496354 0 4190 0.326357 0.344193 30 20
530 306496354 0 4183 0.325144 0.343727 31 33
531 306496354 0 4180 0.325687 0.344083 19 25
532 306496354 0 4179 0.324995 0.343763 26 24
533 306496354 0 4180 0.324107 0.343562 27 30
534 306496354 0 4178 0.322874 0.341804 34 17
535 306496354 0 4180 0.322208 0.341195 33 20
536 306496354 0 4176 0.322309 0.340892 30 32
537 306496354 0 4172 0.321301 0.339564 35 24
538 306496354 0 4172 0.321726 0.339178 29 32
539 306496354 0 4170 0.320868 0.338614 29 18
540 306496354 0 4165 0.319812 0.337836 36 28
541 306496354 0 4165 0.319387 0.338012 31 25
542 306496354 0 4165 0.31949 0.337982 24 24
543 306496354 0 4159 0.318518 0.33704 33 31
544 306496354 0 4157 0.318444 0.336579 29 30
545 306496354 0 4154 0.317468 0.335768 32 23
546 306496354 0 4151 0.316268 0.334268 39 20
547 306496354 0 4150 0.31588 0.334049 29 33
548 306496354 0 4152 0.315198 0.333069 35 22
549 306496354 0 4150 0.315036 0.332184 28 19
550 306496354 0 4146 0.314558 0.331337 29 31
551 306496354 0 4143 0.313805 0.330677 37 24
552 306496354 0 4143 0.313923 0.331124 28 30
553 306496354 0 4145 0.313082 0.330076 42 20
554 306496354 0 4148 0.312052 0.329284 40 22
555 306496354 0 4149 0.312203 0.328776 27 22
